id,Species,Order,Family,Genus,Total_suitable_pixels_threshold_1,Total_suitable_pixels_threshold_2,Total_suitable_pixels_threshold_3,Total_range_pixels,Model_prevalence_threshold_1,Model_prevalence_threshold_2,Model_prevalence_threshold_3,Minimum_elevation,Maximum_elevation,Model_prevalence_habitat,Model_prevalence_elevation,Percentage_clip_elevation_only,Percentage_clip_habitat_only,Percentage_clip_habitat_and_elevation,Number_of_habitats,Logistic_upper_outlier,Logistic_lower_outlier,Logistic_lower_outlier_issue,Estimated_model_prevalence_logistic,Red_List_Category,NULL_Issue,Point_Prevalence_T1,Point_Prevalence_T2,Point_Prevalence_T3,Number_of_Validation_Points,Realms
98,Akodon_paranaensis,RODENTIA,CRICETIDAE,Akodon,0,64922,23456146,45576067,0.516083759,0.516083759,0.514659284,0,900,0.632401554,0.842158337,11.77422701,32.74990534,4.009939269,1,No,No,NA,0.63763984,LC,NA,NA,NA,NA,NA,Neotropic
99,Akodon_pervalens,RODENTIA,CRICETIDAE,Akodon,2480,218324,2265564,5346502,0.465045744,0.464581889,0.423746966,900,2100,0.777640395,0.465463074,35.3893429,4.171610801,18.06434973,2,No,No,NA,0.535095489,DD,NA,NA,NA,NA,NA,Neotropic
100,Akodon_philipmyersi,RODENTIA,CRICETIDAE,Akodon,11642,1155,561139,577938,0.993075382,0.972931352,0.970932868,0,9000,0.971268034,1,0,2.873196618,0,3,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
101,Akodon_polopi,RODENTIA,CRICETIDAE,Akodon,49594,109912,212963,4609221,0.080809534,0.070049798,0.046203686,1300,2250,0.654825626,0.083993753,60.86219395,3.779006648,30.7384308,1,No,No,NA,0.353868313,LC,NA,NA,NA,NA,NA,Neotropic
102,Akodon_reigi,RODENTIA,CRICETIDAE,Akodon,3213081,8734,3008229,6432318,0.968553483,0.469032004,0.467674173,0,9000,0.467637748,0.999997562,0.003642526,53.23233891,0.003886332,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
103,Akodon_sanctipaulensis,RODENTIA,CRICETIDAE,Akodon,6946,223,2132060,2142787,0.998339546,0.995097973,0.994993903,0,9000,0.995073603,0.99999268,0.000732005,0.492639685,0,3,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
104,Akodon_serrensis,RODENTIA,CRICETIDAE,Akodon,0,65305,16952738,25010205,0.680443963,0.680443963,0.677832829,0,2700,0.677723939,0.999996551,0.010889004,32.21637224,0.011233903,1,No,No,NA,0.706297286,LC,NA,NA,NA,NA,NA,Neotropic
105,Akodon_siberiae,RODENTIA,CRICETIDAE,Akodon,0,164,370317,2183391,0.169681473,0.169681473,0.16960636,1800,3100,0.602327945,0.337279084,43.2721585,16.7672724,22.99993309,1,No,No,NA,0.270199194,NT,NA,NA,NA,NA,NA,Neotropic
106,Akodon_simulator,RODENTIA,CRICETIDAE,Akodon,54116,18654,9124664,14289148,0.643665669,0.639878459,0.638572993,400,2500,0.987743297,0.644367915,34.91703043,0.579492254,0.646178056,3,No,No,NA,0.747730539,LC,NA,NA,NA,NA,NA,Neotropic
107,Akodon_spegazzinii,RODENTIA,CRICETIDAE,Akodon,7064671,3643464,5459416,20612332,0.784363021,0.441623005,0.264861637,400,3600,0.332049611,0.789199609,6.718797337,52.43379719,14.36124176,2,No,No,NA,0.719082528,LC,NA,NA,NA,NA,NA,Neotropic
108,Akodon_subfuscus,RODENTIA,CRICETIDAE,Akodon,569331,501656,8965249,14624194,0.68627618,0.64734542,0.613042264,1900,4500,0.856629831,0.68625633,24.35875666,7.321406622,7.015610309,5,No,No,NA,0.620461739,LC,NA,NA,NA,NA,NA,Neotropic
109,Akodon_surdus,RODENTIA,CRICETIDAE,Akodon,0,4,445079,1391487,0.319861414,0.319861414,0.31985854,1500,3000,0.587723056,0.355536517,26.78645159,3.567797763,37.65989666,1,No,No,NA,0.334578441,VU,NA,NA,NA,NA,NA,Neotropic
110,Akodon_sylvanus,RODENTIA,CRICETIDAE,Akodon,149360,15072,2037462,3479742,0.632775074,0.589852351,0.585520996,900,2400,0.903803898,0.63297418,31.82829028,4.745318466,4.874291701,2,No,No,NA,0.548018727,LC,NA,NA,NA,NA,NA,Neotropic
111,Akodon_toba,RODENTIA,CRICETIDAE,Akodon,18491,7044492,3642590,39759572,0.269257753,0.268792682,0.091615423,0,9000,0.091593163,1,0,90.8406837,0,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
112,Akodon_torques,RODENTIA,CRICETIDAE,Akodon,0,2775,1810557,5626433,0.322288029,0.322288029,0.321794821,2000,3500,0.988023602,0.32217961,66.62287806,0.038478876,1.159160962,5,No,No,NA,0.552353708,LC,NA,NA,NA,NA,NA,Neotropic
113,Akodon_varius,RODENTIA,CRICETIDAE,Akodon,39064,3163708,10902593,23347455,0.604150003,0.602476844,0.466971368,365,3200,0.65423761,0.604620918,18.72662424,13.76495499,20.81128397,2,No,No,NA,0.712639781,DD,NA,NA,NA,NA,NA,Neotropic
114,Alcelaphus_buselaphus,CETARTIODACTYLA,BOVIDAE,Alcelaphus,4350690,0,567127625,577097505,0.990263015,0.982724098,0.982724098,0,9000,0.982718839,0.999999375,0.000525901,1.727527703,0.000588408,5,No,No,NA,NA,LC,NA,1,1,1,56,NA
115,Alces_alces,CETARTIODACTYLA,CERVIDAE,Alces,598378866,20518770,2727413292,3658955003,0.914553725,0.751015539,0.745407716,0,2500,0.745911504,0.99051956,0.050378745,24.51118444,0.897665207,3,No,No,NA,NA,LC,NA,0.998243148,0.98945889,0.988756149,2846,NA
116,Alionycteris_paucidentata,CHIROPTERA,PTEROPODIDAE,Alionycteris,0,0,64622,422317,0.153017757,0.153017757,0.153017757,1500,2250,0.843601456,0.154226084,69.05836989,0.120832757,15.51902167,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,NA
117,Allactaga_balikunica,RODENTIA,DIPODIDAE,Allactaga,7684,1582944,24811916,26457094,0.997938171,0.997647739,0.937817131,0,9000,0.937844638,0.999202304,0.002750674,6.138517271,0.077018917,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
118,Allactaga_bullata,RODENTIA,DIPODIDAE,Allactaga,79793,0,175054655,176448985,0.992550045,0.992097829,0.992097829,0,9000,0.992089543,0.999596462,0.000828616,0.749863265,0.041182421,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
119,Allactaga_elater,RODENTIA,DIPODIDAE,Allactaga,1345289,174356319,144689277,355642702,0.900878559,0.897095861,0.406838876,0,2500,0.408202235,0.914528746,0.136335915,50.76898707,8.410789457,2,No,No,NA,0.781899363,LC,NA,NA,NA,NA,NA,Palearctic
120,Allactaga_euphratica,RODENTIA,DIPODIDAE,Allactaga,453270,386215,73491939,74509707,0.997607251,0.991523883,0.986340464,0,2660,0.986328392,0.999998211,0.001207253,1.36577465,0.001386169,3,No,No,NA,0.837811288,LC,NA,NA,NA,NA,NA,Palearctic
121,Allactaga_firouzi,RODENTIA,DIPODIDAE,Allactaga,224,8462,118694,127387,0.999945049,0.998186628,0.931759128,0,9000,0.933456335,1,0,6.654366544,0,2,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Palearctic
122,Allactaga_hotsoni,RODENTIA,DIPODIDAE,Allactaga,19589,0,39610055,47223787,0.839188183,0.838773371,0.838773371,200,1500,0.9986599,0.839966164,15.98865294,0.119279301,0.014730692,3,No,No,NA,0.728931628,LC,NA,NA,NA,NA,NA,Multi
123,Allactaga_major,RODENTIA,DIPODIDAE,Allactaga,12972465,3633307,451499625,545382892,0.858305979,0.834520002,0.827858064,0,9000,0.827858457,0.949531263,3.92765551957552e-05,12.16731995,5.04683439,4,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
124,Allactaga_severtzovi,RODENTIA,DIPODIDAE,Allactaga,0,38572620,30515419,79067776,0.8737825,0.8737825,0.385940019,0,9000,0.385905424,0.966017923,0.003459513,58.00779032,3.401667255,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
125,Allactaga_sibirica,RODENTIA,DIPODIDAE,Allactaga,2605565,0,577490063,634200443,0.914688147,0.910579722,0.910579722,0,3500,0.920141346,0.973448938,0.956162412,6.286921638,1.698943762,2,No,No,NA,0.810042735,LC,NA,NA,NA,NA,NA,Palearctic
126,Allactaga_toussi,RODENTIA,DIPODIDAE,Allactaga,0,3253419,9739074,16587225,0.783283099,0.783283099,0.587143057,0,2500,0.600682512,0.971564855,1.353945418,38.44217975,1.489569091,1,No,No,NA,0.718952076,LC,NA,NA,NA,NA,NA,Palearctic
127,Allactaga_vinogradovi,RODENTIA,DIPODIDAE,Allactaga,0,4277899,47274,6006907,0.720033288,0.720033288,0.00786994,0,1200,0.008464529,0.893784061,0.059458902,88.59141208,10.56213498,1,No,Yes,Habitat,0.671217224,NT,NA,NA,NA,NA,NA,Palearctic
128,Allactaga_williamsi,RODENTIA,DIPODIDAE,Allactaga,2571301,4781778,53953187,73571423,0.833289116,0.798339391,0.733344345,360,3200,0.786618132,0.919106277,5.327378755,18.57619318,2.761993577,1,No,No,NA,0.662092898,LC,NA,NA,NA,NA,NA,Palearctic
129,Allactodipus_bobrinskii,RODENTIA,DIPODIDAE,Allactodipus,0,15786675,14365404,31865026,0.946243665,0.946243665,0.450820407,0,9000,0.450901651,0.999747258,0.008124342,54.89268509,0.017149835,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
130,Allenopithecus_nigroviridis,PRIMATES,CERCOPITHECIDAE,Allenopithecus,0,1246,13120262,13656376,0.960833826,0.960833826,0.960742586,0,9000,0.960648672,1,0,3.935132813,0,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,NA
131,Allocebus_trichotis,PRIMATES,CHEIROGALEIDAE,Allocebus,0,8,602206,627054,0.960386187,0.960386187,0.960373429,0,1600,0.974074167,0.986181218,1.370073786,2.580778969,0.011804369,1,No,No,NA,0.611897116,EN,NA,NA,NA,NA,NA,Afrotropic
132,Allochrocebus_lhoesti,PRIMATES,CERCOPITHECIDAE,Allochrocebus,221528,84558,17446878,17844135,0.994890702,0.982476091,0.977737391,0,2900,0.979340196,0.99775735,0.160280488,2.001995889,0.06398452,3,No,No,NA,0.765105834,VU,NA,NA,NA,NA,NA,Afrotropic
133,Allochrocebus_preussi,PRIMATES,CERCOPITHECIDAE,Allochrocebus,13312,87239,1330463,1454025,0.984174275,0.975018999,0.915020718,0,2500,0.923600063,0.990653601,0.857934421,7.563288241,0.076705503,2,No,No,NA,0.684379447,EN,NA,NA,NA,NA,NA,Afrotropic
134,Allochrocebus_solatus,PRIMATES,CERCOPITHECIDAE,Allochrocebus,0,8,1558189,1564190,0.996168624,0.996168624,0.99616351,140,980,0.996329999,1,0,0.367000075,0,1,No,No,NA,0.505449037,NT,NA,NA,NA,NA,NA,Afrotropic
135,Allocricetulus_curtatus,RODENTIA,CRICETIDAE,Allocricetulus,153115,85916211,59616638,156683261,0.929811922,0.928834695,0.38049143,0,9000,0.380504467,0.999864064,0.001303758,61.93726346,0.012289806,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
136,Allocricetulus_eversmanni,RODENTIA,CRICETIDAE,Allocricetulus,3551958,3731157,215597674,228006030,0.977521467,0.961943116,0.945578825,0,9000,0.94557636,0.989572555,0.000246526,4.399372998,1.042991001,4,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
137,Alouatta_arctoidea,PRIMATES,ATELIDAE,Alouatta,15950738,3305770,12895151,33886083,0.948816038,0.478099549,0.38054416,10,1160,0.407242686,0.96223442,2.669852586,58.16902595,1.106705442,2,No,No,NA,0.404804314,LC,NA,NA,NA,NA,NA,Neotropic
138,Alouatta_belzebul,PRIMATES,ATELIDAE,Alouatta,0,109,50419599,71310966,0.707040036,0.707040036,0.707038508,0,9000,0.707005351,0.999998241,0.003315689,29.29597327,0.003491631,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,NA
139,Alouatta_caraya,PRIMATES,ATELIDAE,Alouatta,67538318,34414244,161027609,266156271,0.988066785,0.734312411,0.605011516,0,9000,0.605075839,1,0,39.49241613,0,2,No,No,NA,NA,NT,NA,1,0.923076923,0.846153846,13,Neotropic
140,Alouatta_discolor,PRIMATES,ATELIDAE,Alouatta,0,9,28449691,31062416,0.915888191,0.915888191,0.915887901,0,9000,0.915857872,0.999999495,0.003002981,8.411159381,0.003053469,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
141,Alouatta_guariba,PRIMATES,ATELIDAE,Alouatta,0,157824,46087811,84700663,0.545989056,0.545989056,0.544125741,0,9000,0.54403696,0.999998056,0.008878057,45.5872315,0.009072483,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
142,Alouatta_juara,PRIMATES,ATELIDAE,Alouatta,0,78949,168263796,193585840,0.869602575,0.869602575,0.869194751,0,9000,0.869197559,0.9999347,0.000280762,13.07399489,0.006249241,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
143,Alouatta_macconnelli,PRIMATES,ATELIDAE,Alouatta,12116232,285881,131449840,145547092,0.98835333,0.905107201,0.903143018,0,9000,0.903147185,0.999997037,0.000296327,9.685281502,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
144,Alouatta_nigerrima,PRIMATES,ATELIDAE,Alouatta,579957,1920,18483641,19578111,0.973818056,0.944195331,0.944097262,0,9000,0.94420288,0.999998798,0.000120159,5.579712002,0,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
145,Alouatta_palliata,PRIMATES,ATELIDAE,Alouatta,0,215748,30684844,46033037,0.671269897,0.671269897,0.666583089,0,9000,0.666538215,0.999982623,0.004487397,33.33995342,0.006225072,1,No,No,NA,NA,VU,NA,0.910569106,0.910569106,0.910569106,123,Neotropic
146,Alouatta_pigra,PRIMATES,ATELIDAE,Alouatta,0,37985,15935205,21385321,0.746923088,0.746923088,0.74514687,0,9000,0.745235143,0.999540887,0.00882736,25.43940172,0.037083948,1,No,No,NA,NA,EN,NA,NA,NA,NA,NA,NA
147,Alouatta_puruensis,PRIMATES,ATELIDAE,Alouatta,7419788,265146,78814750,87258824,0.991300135,0.906268184,0.903229569,0,9000,0.903207749,1,0,9.679225147,0,2,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
148,Alouatta_sara,PRIMATES,ATELIDAE,Alouatta,3941873,492597,24338402,29083318,0.989325633,0.853788381,0.83685094,0,9000,0.83696139,1,0,16.30386102,0,2,No,No,NA,NA,NT,NA,NA,NA,NA,NA,Neotropic
149,Alouatta_seniculus,PRIMATES,ATELIDAE,Alouatta,18874238,3795255,163228182,188033736,0.988640012,0.888263141,0.868079237,0,9000,0.868076782,0.999932688,0.000245502,13.18534518,0.006976659,2,No,No,NA,NA,LC,NA,1,1,1,42,NA
150,Alouatta_ululata,PRIMATES,ATELIDAE,Alouatta,0,113,3977086,8205349,0.484708085,0.484708085,0.484694313,0,9000,0.48482636,0.99996942,0.003058046,51.51736396,0,1,No,No,NA,NA,EN,NA,NA,NA,NA,NA,NA
151,Alticola_albicaudus,RODENTIA,CRICETIDAE,Alticola,477,1213986,5241455,7984659,0.808540227,0.808480487,0.656440682,0,9000,0.656255953,0.814297161,0.018472876,15.78564794,18.58875673,2,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Multi
152,Alticola_argentatus,RODENTIA,CRICETIDAE,Alticola,89133,0,62132058,150790233,0.412634093,0.412042987,0.412042987,1500,3600,0.927623095,0.433510731,51.55801083,2.146774379,5.090916098,3,No,No,NA,0.369325473,LC,NA,NA,NA,NA,NA,Multi
153,Alticola_barakshin,RODENTIA,CRICETIDAE,Alticola,5193,11356406,8688870,26823825,0.747487318,0.747293721,0.323923601,900,2500,0.545532501,0.758472521,22.16088991,43.45489195,1.991857984,1,No,No,NA,0.373268503,LC,NA,NA,NA,NA,NA,Palearctic
154,Alticola_lemminus,RODENTIA,CRICETIDAE,Alticola,0,212161527,33026292,379332311,0.646366818,0.646366818,0.087064273,0,2000,0.087167587,0.934957843,0.010331338,84.78935693,6.493884399,1,No,No,NA,0.590314205,LC,NA,NA,NA,NA,NA,Palearctic
155,Alticola_macrotis,RODENTIA,CRICETIDAE,Alticola,0,19121929,2834608,49888990,0.440107867,0.440107867,0.056818308,0,2450,0.069200593,0.850927348,1.238228451,79.41090401,13.66903673,1,No,Yes,Habitat,0.609056438,LC,NA,NA,NA,NA,NA,Palearctic
156,Alticola_montosa,RODENTIA,CRICETIDAE,Alticola,0,897463,275246,1947165,0.602264831,0.602264831,0.141357307,2600,4300,0.349348741,0.603575383,20.79914341,46.22180764,18.84331829,2,No,No,NA,0.125977558,VU,NA,NA,NA,NA,NA,Multi
157,Alticola_olchonensis,RODENTIA,CRICETIDAE,Alticola,0,60920,8500,183820,0.377652051,0.377652051,0.046240888,0,9000,0.046845002,1,0,95.31549981,0,1,No,No,NA,NA,EN,NA,NA,NA,NA,NA,Palearctic
158,Alticola_roylei,RODENTIA,CRICETIDAE,Alticola,92,465,1338145,3705147,0.361308742,0.361283911,0.36115841,2500,4300,0.865460517,0.36171361,50.43021071,0.055519953,13.39842832,4,No,No,NA,0.239723226,NT,NA,NA,NA,NA,NA,Multi
159,Alticola_semicanus,RODENTIA,CRICETIDAE,Alticola,10017,7138720,70595394,81085444,0.95879269,0.958669154,0.870629678,0,9000,0.870607569,0.999997292,0.002210869,12.93676141,0.002481656,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
160,Alticola_stoliczkanus,RODENTIA,CRICETIDAE,Alticola,10121,13,149398267,230858822,0.647185149,0.647141308,0.647141252,4000,9000,0.956527949,0.664424693,30.93866979,1.728344125,2.618860933,4,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
161,Alticola_strelzowi,RODENTIA,CRICETIDAE,Alticola,53381,1418776,46510369,55174683,0.869647516,0.868680025,0.842965767,400,3000,0.858917455,0.97670211,1.595168785,13.37363424,0.734620232,1,No,No,NA,0.526864947,LC,NA,NA,NA,NA,NA,Palearctic
162,Alticola_tuvinicus,RODENTIA,CRICETIDAE,Alticola,0,8257282,696658,17824831,0.502329587,0.502329587,0.039083568,0,9000,0.039046528,0.999809499,0.003704077,96.07259308,0.022754168,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
163,Amblysomus_corriae,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,0,25424,4970482,4995908,0.9999996,0.9999996,0.994910635,0,9000,0.994901219,1,0,0.509878103,0,7,No,No,NA,NA,NT,NA,NA,NA,NA,NA,Afrotropic
164,Amblysomus_hottentotus,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,0,91523,20140846,20232392,0.999998863,0.999998863,0.995475275,0,9000,0.995465571,0.999998837,0.000970483,0.452356174,0.00108676,7,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
165,Amblysomus_marleyi,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,0,1689,128194,129883,1,1,0.986995989,0,9000,0.986407298,1,0,1.359270223,0,7,No,No,NA,NA,EN,NA,NA,NA,NA,NA,Afrotropic
166,Amblysomus_robustus,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,0,51889,137931,189820,1,1,0.726641028,0,9000,0.725627144,1,0,27.43728561,0,5,No,No,NA,NA,VU,NA,NA,NA,NA,NA,NA
167,Amblysomus_septentrionalis,AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,0,27124,2982229,3009353,1,1,0.990986767,0,9000,0.991054515,1,0,0.894548544,0,7,No,No,NA,NA,NT,NA,NA,NA,NA,NA,Afrotropic
168,Ametrida_centurio,CHIROPTERA,PHYLLOSTOMIDAE,Ametrida,0,115967,369407175,478308614,0.772562173,0.772562173,0.77231972,0,2100,0.777827423,0.990234512,0.5507703,21.79147919,0.425778476,1,No,No,NA,0.650702585,LC,NA,NA,NA,NA,NA,Neotropic
169,Ammodillus_imbellis,RODENTIA,MURIDAE,Ammodillus,15959035,630152,818338,17468701,0.996497965,0.082919159,0.046845956,0,9000,0.046874853,1,0,95.31251473,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Afrotropic
170,Ammodorcas_clarkei,CETARTIODACTYLA,BOVIDAE,Ammodorcas,156,0,5317102,6953279,0.764712303,0.764689868,0.764689868,200,1200,0.994010227,0.770411581,22.9320359,0.57217133,0.026805976,2,No,No,NA,0.738158121,VU,NA,NA,NA,NA,NA,Afrotropic
171,Ammospermophilus_harrisii,RODENTIA,SCIURIDAE,Ammospermophilus,0,458536,18392480,26277246,0.717389334,0.717389334,0.699939408,0,1350,0.826823463,0.780840298,12.68840558,8.090089036,9.227564623,1,No,No,NA,0.517054297,LC,NA,0.966101695,0.966101695,0.966101695,59,Multi
172,Ammospermophilus_interpres,RODENTIA,SCIURIDAE,Ammospermophilus,104075,0,27714443,29558542,0.941132956,0.937611977,0.937611977,0,9000,0.937618155,1,0,6.238184503,0,3,No,No,NA,NA,LC,NA,1,1,1,11,Nearctic
173,Ammospermophilus_leucurus,RODENTIA,SCIURIDAE,Ammospermophilus,374498,31989335,69030223,102402861,0.990148664,0.986491559,0.674104437,0,9000,0.674125312,0.995554051,0.002087489,32.14496131,0.442507459,3,No,No,NA,NA,LC,NA,0.993006993,0.993006993,0.993006993,143,Multi
174,Ammospermophilus_nelsoni,RODENTIA,SCIURIDAE,Ammospermophilus,11156,0,1575480,1664333,0.953316434,0.946613448,0.946613448,50,1100,0.955517129,0.983358384,0.890368112,3.674493556,0.773793517,3,No,No,NA,0.657380003,EN,NA,NA,NA,NA,NA,Nearctic
175,Ammotragus_lervia,CETARTIODACTYLA,BOVIDAE,Ammotragus,42979,155187,126662932,129762408,0.977641367,0.977310154,0.976114223,200,4100,0.99762025,0.97784323,2.150602767,0.172900707,0.065074272,5,No,No,NA,0.909821165,VU,NA,NA,NA,NA,NA,Multi
176,Amorphochilus_schnablii,CHIROPTERA,FURIPTERIDAE,Amorphochilus,738543,10963,1724255,14997273,0.164947387,0.115702235,0.114971235,50,2000,0.17826634,0.810618912,6.32951047,69.56476768,12.60859834,4,No,No,NA,0.114971448,VU,NA,NA,NA,NA,NA,Neotropic
177,Amphinectomys_savamis,RODENTIA,CRICETIDAE,Amphinectomys,0,0,237,1725503,0.000137351,0.000137351,0.000137351,200,300,0.993396805,0.000154514,99.32594539,0.00171626,0.658603221,2,No,Yes,Elevation,0.641737668,DD,NA,NA,NA,NA,NA,Neotropic
178,Anathana_ellioti,SCANDENTIA,TUPAIIDAE,Anathana,1561953,77142447,38275622,118348894,0.988433589,0.975235721,0.323413432,0,1400,0.325721208,0.997339801,0.230777601,67.39263692,0.035242264,2,No,No,NA,0.717011185,LC,NA,NA,NA,NA,NA,Indomalayan
179,Andalgalomys_olrogi,RODENTIA,CRICETIDAE,Andalgalomys,2592,172320,5114768,5463801,0.968131892,0.967657497,0.936119013,0,9000,0.936037907,1,0,6.396209271,0,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
180,Andalgalomys_pearsoni,RODENTIA,CRICETIDAE,Andalgalomys,939143,318,1942468,12244250,0.23536999,0.158669253,0.158643282,0,400,0.159300917,0.969689692,0.065763506,81.10464104,2.965267302,1,No,No,NA,0.61736426,LC,NA,NA,NA,NA,NA,Neotropic
181,Andinomys_edax,RODENTIA,CRICETIDAE,Andinomys,38978,28722,18366375,20216210,0.911846236,0.90991818,0.908497438,650,5100,0.912914831,0.994075264,0.441739299,8.557782518,0.150734339,3,No,No,NA,0.780431139,LC,NA,NA,NA,NA,NA,Neotropic
182,Anisomys_imitator,RODENTIA,MURIDAE,Anisomys,370968,24134,10467339,15069065,0.720843729,0.696225877,0.694624318,1200,3500,0.950224532,0.724731974,25.56002143,3.010765595,1.966781165,2,No,No,NA,0.461868137,LC,NA,NA,NA,NA,NA,Australasia
183,Anomalurus_beecrofti,RODENTIA,ANOMALURIDAE,Anomalurus,2526424,8566395,228756420,268148887,0.894462929,0.885041208,0.853094796,0,9000,0.853097123,0.999997397,0.000232754,14.69026014,2.75248795986727e-05,2,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
184,Anomalurus_derbianus,RODENTIA,ANOMALURIDAE,Anomalurus,0,29611471,328605303,477715121,0.749854376,0.749854376,0.68786875,0,9000,0.687850801,0.999998112,0.001794896,31.21293625,0.001983674,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
185,Anomalurus_pelii,RODENTIA,ANOMALURIDAE,Anomalurus,0,116765,18766241,20071113,0.940805126,0.940805126,0.934987561,0,9000,0.934993854,0.999998828,0.000117217,6.500614607,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Afrotropic
186,Anomalurus_pusillus,RODENTIA,ANOMALURIDAE,Anomalurus,0,9845,45035866,47286987,0.95260269,0.95260269,0.952394493,0,9000,0.952371081,0.999995688,0.002341171,4.760119542,0.002772349,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
187,Anonymomys_mindorensis,RODENTIA,MURIDAE,Anonymomys,0,0,45500,50336,0.90392562,0.90392562,0.90392562,0,9000,0.904122423,1,0,9.587757651,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Indomalayan
188,Anotomys_leander,RODENTIA,CRICETIDAE,Anotomys,10622,20,380035,1033012,0.378192122,0.367909569,0.367890208,2860,4000,0.963129933,0.37843048,59.52397248,1.054027122,2.632979557,3,No,No,NA,0.213294966,EN,NA,NA,NA,NA,NA,Neotropic
189,Anoura_aequatoris,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,0,154,32677153,44177998,0.739673785,0.739673785,0.739670299,200,2880,0.803571226,0.804727815,6.390092649,6.505751542,13.13712589,1,No,No,NA,0.632245822,LC,NA,NA,NA,NA,NA,Neotropic
190,Anoura_cadenai,CHIROPTERA,Phyllostomidae,Anoura,0,0,406745,1323264,0.307380084,0.307380084,0.307380084,800,1600,0.757938836,0.536267695,45.05587515,22.8887611,1.317355319,1,No,No,NA,0.31776609,DD,NA,NA,NA,NA,NA,Neotropic
191,Anoura_caudifer,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,0,273972,214988162,503093083,0.427877348,0.427877348,0.427332773,200,2880,0.685948117,0.627448586,25.86153446,20.01158132,11.39360696,1,No,No,NA,0.632245822,LC,NA,NA,NA,NA,NA,Neotropic
192,Anoura_cultrata,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,0,9182,41480776,63100927,0.657517409,0.657517409,0.657371896,50,2600,0.760186557,0.775215162,10.28146617,11.7843266,12.19701766,1,No,No,NA,0.658133099,LC,NA,NA,NA,NA,NA,Neotropic
193,Anoura_fistulata,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,0,653,2331641,6366874,0.366316971,0.366316971,0.366214409,1175,2510,0.901171211,0.407861031,53.4956802,4.164662192,5.718216697,1,No,No,NA,0.360444417,DD,NA,NA,NA,NA,NA,Neotropic
194,Anoura_geoffroyi,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,94230687,2663488,184141729,694926785,0.40441081,0.268812803,0.264980042,400,3600,0.549666638,0.489001373,28.46865951,22.40213301,22.63120323,3,No,No,NA,0.622345067,LC,NA,NA,NA,NA,NA,Multi
195,Anoura_latidens,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,6017278,158441,37915302,58870581,0.74894829,0.646736321,0.644044977,50,2100,0.78050953,0.77505717,13.64645526,13.10121931,8.847827711,3,No,No,NA,0.776125113,LC,NA,NA,NA,NA,NA,Neotropic
